x-axis,y-axis,z-axis,label
-9.778800010681152,0.5569000244140625,1.1974999904632568,1.0
-9.773300170898438,0.2788000106811523,0.7303599715232849,1.0
-9.860899925231934,0.1156100034713745,0.7998800277709961,1.0
-9.740900039672852,0.1765200048685073,0.8895699977874756,1.0
-9.782099723815918,0.2163700014352798,0.9036800265312196,1.0
-9.691100120544434,0.210559993982315,0.56632000207901,1.0
-9.759499549865724,0.0965489968657493,0.7876399755477905,1.0
-9.693599700927734,0.3385699987411499,0.8936300277709961,1.0
-9.781700134277344,0.1947200000286102,1.049100041389465,1.0
-9.688400268554688,0.075603000819683,0.9331200122833252,1.0
-9.615900039672852,-0.0137639995664358,0.85139000415802,1.0
-9.68120002746582,0.2204300016164779,0.5987899899482727,1.0
-9.74779987335205,0.0150889996439218,0.8645200133323669,1.0
-9.520400047302246,0.2637700140476227,0.4658400118350982,1.0
-9.756199836730955,0.4383400082588196,0.95524001121521,1.0
-9.682900428771973,0.307559996843338,0.9750499725341796,1.0
-9.841899871826172,0.1774100065231323,0.7001799941062927,1.0
-9.699700355529783,0.1378300040960312,0.7597699761390686,1.0
-9.574000358581545,-0.0854619964957237,0.9923099875450134,1.0
-9.704700469970703,0.3873400092124939,1.055899977684021,1.0
-9.869000434875488,0.0164020005613565,0.6119999885559082,1.0
-9.74820041656494,0.036531001329422,0.7401300072669983,1.0
-9.724300384521484,0.3587599992752075,0.8638700246810913,1.0
-9.925100326538086,0.2966299951076507,0.8161699771881104,1.0
-9.788800239562988,0.0454810000956058,0.8146200180053711,1.0
-9.740099906921388,0.1374299973249435,0.7597399950027466,1.0
-9.68220043182373,0.2712000012397766,0.5717800259590149,1.0
-9.821499824523926,0.1674100011587143,0.7098000049591064,1.0
-9.74020004272461,0.1389999985694885,0.6019799709320068,1.0
-9.686400413513184,-0.0215109996497631,0.5454300045967102,1.0
-9.886300086975098,0.3775399923324585,0.8445000052452087,1.0
-9.967100143432615,0.3769400119781494,0.8234000205993652,1.0
-9.8951997756958,0.3163700103759765,0.8916299939155579,1.0
-9.735600471496582,0.4185700118541717,0.9324100017547609,1.0
