x-axis,y-axis,z-axis,label
-7.988699913024902,0.951860010623932,2.885699987411499,6.0
-8.691499710083008,1.239199995994568,2.7430999279022217,6.0
-8.722399711608887,0.7676100134849548,2.395400047302246,6.0
-8.603099822998047,0.355459988117218,1.3056999444961548,6.0
-8.485400199890137,0.0275960005819797,0.8761699795722961,6.0
-8.077099800109863,0.3212999999523163,0.1973399966955185,6.0
-8.087300300598145,0.8302099704742432,-0.1989700049161911,6.0
-8.889399528503418,0.5315200090408325,0.5846800208091736,6.0
-9.895500183105469,0.3294099867343902,0.5980700254440308,6.0
-9.165300369262695,-0.3230499923229217,-1.1028000116348269,6.0
-8.068300247192383,-0.1184500008821487,-1.273800015449524,6.0
-7.746399879455566,0.4537999927997589,-1.611799955368042,6.0
-7.990900039672852,0.0495829991996288,-2.8482000827789307,6.0
-7.840199947357178,-0.4117699861526489,-3.02649998664856,6.0
-8.01200008392334,-0.4105400145053863,-3.321199893951416,6.0
-7.953000068664551,-0.8336099982261658,-3.380300045013428,6.0
-8.43589973449707,-0.4255099892616272,-2.248800039291382,6.0
-7.956200122833252,-1.1794999837875366,-2.12719988822937,6.0
-8.863300323486328,-0.2675600051879883,-5.339900016784668,6.0
-8.424300193786621,1.013100028038025,-6.708799839019775,6.0
-4.633500099182129,1.8761999607086184,-4.378499984741211,6.0
-3.85479998588562,0.8206899762153625,-5.115600109100342,6.0
-6.439899921417236,-1.2354999780654907,-6.121699810028076,6.0
-6.251299858093262,-1.5749000310897827,-6.341700077056885,6.0
-5.800099849700928,0.1062799990177154,-6.327300071716309,6.0
-6.212100028991699,1.007699966430664,-7.993500232696533,6.0
-5.244200229644775,1.0997999906539917,-8.153599739074707,6.0
-4.967100143432617,-0.1286499947309494,-7.253699779510498,6.0
-5.692599773406982,-0.7224900126457214,-7.180799961090088,6.0
-5.7845001220703125,-0.6730599999427795,-7.165800094604492,6.0
-4.164100170135498,-1.3924000263214111,-8.356900215148926,6.0
-4.194300174713135,-2.408600091934204,-8.785200119018555,6.0
-4.414299964904785,-2.013099908828736,-9.160099983215332,6.0
-4.063799858093262,-0.8517000079154968,-9.803000450134276,6.0
-3.783400058746338,0.7853699922561646,-10.602999687194824,6.0
-3.0162999629974365,0.3076800107955932,-11.562000274658203,6.0
-1.97790002822876,0.4097200036048889,-11.63700008392334,6.0
-2.381700038909912,-0.1064800024032592,-10.925000190734863,6.0
-2.3080999851226807,0.2534599900245666,-10.482000350952148,6.0
-1.4357000589370728,1.0799000263214111,-10.4399995803833,6.0
-0.4018299877643585,0.8996700048446655,-9.561100006103516,6.0
-0.1403300017118454,0.4506700038909912,-8.843600273132324,6.0
-0.127930000424385,-0.674239993095398,-9.471199989318848,6.0
1.0408999919891355,-1.541700005531311,-9.433500289916992,6.0
1.3758000135421753,-1.616000056266785,-8.745400428771973,6.0
1.21150004863739,-0.4716399908065796,-10.211000442504885,6.0
1.7742999792099,-0.3335500061511993,-11.335000038146973,6.0
2.6335999965667725,0.1356900036334991,-10.9350004196167,6.0
2.2056000232696533,0.8312199711799622,-11.220000267028809,6.0
1.8446999788284304,1.1986000537872314,-10.94499969482422,6.0
1.9846999645233157,0.7648900151252747,-9.857500076293944,6.0
1.7460999488830566,0.0676319971680641,-10.067999839782717,6.0
1.4739999771118164,-0.4674299955368042,-10.368000030517578,6.0
2.139699935913086,0.0865989997982978,-10.560999870300291,6.0
3.1152000427246094,0.8057299852371216,-10.791000366210938,6.0
3.7358999252319336,0.5772899985313416,-10.559000015258787,6.0
2.827399969100952,0.548550009727478,-10.61400032043457,6.0
3.1087000370025635,0.1199299991130828,-9.89449977874756,6.0
2.879800081253052,0.4565699994564056,-10.45400047302246,6.0
2.946899890899658,0.6357399821281433,-10.121999740600586,6.0
2.7967000007629395,0.5702099800109863,-8.769700050354004,6.0
2.7414000034332275,0.3029600083827972,-9.372699737548828,6.0
3.833600044250488,0.7428900003433228,-9.848899841308594,6.0
4.082099914550781,1.4524999856948853,-9.858699798583984,6.0
3.7997000217437744,1.4270999431610107,-11.640000343322754,6.0
3.876600027084351,1.6231000423431396,-11.970000267028809,6.0
3.497299909591675,1.3973000049591064,-11.989999771118164,6.0
2.534199953079224,0.5616099834442139,-12.213000297546388,6.0
1.9364999532699585,0.1455499976873397,-11.607999801635742,6.0
2.605299949645996,-0.468529999256134,-12.157999992370604,6.0
2.3922998905181885,0.5857399702072144,-11.737000465393066,6.0
2.477099895477295,0.8911200165748596,-10.878000259399414,6.0
2.6203999519348145,0.7961500287055969,-10.32800006866455,6.0
2.683799982070923,0.6599199771881104,-10.782999992370604,6.0
1.865900039672852,0.643339991569519,-10.95300006866455,6.0
0.0021277999039739,0.9037100076675416,-9.560799598693848,6.0
-0.431769996881485,0.3763900101184845,-11.80799961090088,6.0
0.3550300002098083,0.4302999973297119,-13.381999969482422,6.0
0.6899899840354919,1.3588000535964966,-11.961999893188477,6.0
-0.8256499767303467,0.8783100247383118,-10.878999710083008,6.0
-2.161099910736084,-0.0263909995555877,-8.612899780273438,6.0
-1.5987000465393066,-0.3659000098705292,-7.4328999519348145,6.0
-2.021199941635132,-0.9587100148200988,-9.180999755859377,6.0
-2.4751999378204346,-0.4801900088787079,-10.01200008392334,6.0
-1.169600009918213,-0.1054100021719932,-10.831000328063965,6.0
-2.268699884414673,-0.2024900019168853,-10.302000045776367,6.0
-4.262800216674805,1.0210000276565552,-7.371300220489502,6.0
-4.751599788665772,1.2156000137329102,-7.122200012207031,6.0
-4.639100074768066,1.1455999612808228,-8.086400032043457,6.0
-4.570400238037109,0.7445899844169617,-8.322500228881836,6.0
-4.74970006942749,0.1124700009822845,-7.916200160980225,6.0
-4.974199771881104,-0.2812600135803222,-7.151599884033203,6.0
-4.752099990844727,-0.776390016078949,-5.901500225067139,6.0
-5.363999843597412,-0.4880500137805938,-4.033400058746338,6.0
-6.912000179290772,0.1430999934673309,-5.060800075531006,6.0
-7.0131001472473145,0.1499799937009811,-5.849699974060059,6.0
